100 4950
0 1 131
0 2 305
0 3 348
0 4 58
0 5 108
0 6 335
0 7 355
0 8 76
0 9 126
0 10 342
0 11 365
0 12 33
0 13 154
0 14 313
0 15 354
0 16 82
0 17 46
0 18 317
0 19 371
0 20 74
0 21 115
0 22 322
0 23 390
0 24 108
0 25 90
0 26 327
0 27 333
0 28 65
0 29 106
0 30 279
0 31 338
0 32 87
0 33 105
0 34 337
0 35 337
0 36 94
0 37 100
0 38 329
0 39 397
0 40 92
0 41 158
0 42 301
0 43 368
0 44 122
0 45 97
0 46 300
0 47 321
0 48 87
0 49 98
0 50 334
0 51 385
0 52 69
0 53 179
0 54 329
0 55 339
0 56 80
0 57 79
0 58 342
0 59 323
0 60 86
0 61 159
0 62 303
0 63 399
0 64 69
0 65 118
0 66 346
0 67 401
0 68 48
0 69 82
0 70 337
0 71 367
0 72 69
0 73 140
0 74 319
0 75 330
0 76 105
0 77 93
0 78 281
0 79 319
0 80 71
0 81 92
0 82 317
0 83 359
0 84 62
0 85 64
0 86 320
0 87 369
0 88 61
0 89 118
0 90 349
0 91 329
0 92 54
0 93 107
0 94 325
0 95 346
0 96 111
0 97 163
0 98 345
0 99 371
1 2 422
1 3 348
1 4 154
1 5 66
1 6 455
1 7 358
1 8 206
1 9 17
1 10 458
1 11 367
1 12 128
1 13 62
1 14 425
1 15 350
1 16 213
1 17 103
1 18 434
1 19 372
1 20 200
1 21 20
1 22 437
1 23 370
1 24 206
1 25 51
1 26 438
1 27 327
1 28 194
1 29 83
1 30 399
1 31 321
1 32 204
1 33 43
1 34 451
1 35 311
1 36 226
1 37 81
1 38 443
1 39 379
1 40 211
1 41 34
1 42 413
1 43 354
1 44 252
1 45 41
1 46 414
1 47 306
1 48 168
1 49 36
1 50 456
1 51 372
1 52 195
1 53 49
1 54 438
1 55 351
1 56 210
1 57 54
1 58 461
1 59 308
1 60 180
1 61 68
1 62 423
1 63 369
1 64 164
1 65 75
1 66 455
1 67 392
1 68 179
1 69 49
1 70 456
1 71 351
1 72 191
1 73 42
1 74 438
1 75 326
1 76 203
1 77 46
1 78 397
1 79 300
1 80 199
1 81 45
1 82 426
1 83 359
1 84 163
1 85 71
1 86 427
1 87 377
1 88 176
1 89 16
1 90 461
1 91 333
1 92 124
1 93 45
1 94 434
1 95 346
1 96 243
1 97 32
1 98 465
1 99 361
2 3 375
2 4 268
2 5 369
2 6 33
2 7 372
2 8 235
2 9 411
2 10 39
2 11 379
2 12 296
2 13 457
2 14 30
2 15 386
2 16 231
2 17 319
2 18 13
2 19 387
2 20 230
2 21 403
2 22 22
2 23 438
2 24 219
2 25 372
2 26 46
2 27 379
2 28 270
2 29 355
2 30 29
2 31 403
2 32 220
2 33 383
2 34 41
2 35 420
2 36 229
2 37 353
2 38 32
2 39 439
2 40 214
2 41 438
2 42 33
2 43 416
2 44 196
2 45 397
2 46 24
2 47 391
2 48 258
2 49 395
2 50 43
2 51 422
2 52 236
2 53 464
2 54 51
2 55 345
2 56 232
2 57 370
2 58 39
2 59 391
2 60 243
2 61 463
2 62 14
2 63 464
2 64 259
2 65 422
2 66 64
2 67 421
2 68 268
2 69 376
2 70 34
2 71 416
2 72 236
2 73 411
2 74 16
2 75 373
2 76 221
2 77 394
2 78 26
2 79 397
2 80 235
2 81 377
2 82 51
2 83 378
2 84 259
2 85 353
2 86 62
2 87 370
2 88 248
2 89 406
2 90 54
2 91 356
2 92 299
2 93 382
2 94 53
2 95 374
2 96 218
2 97 454
2 98 43
2 99 407
3 4 296
3 5 289
3 6 401
3 7 12
3 8 356
3 9 332
3 10 386
3 11 20
3 12 315
3 13 410
3 14 353
3 15 12
3 16 361
3 17 311
3 18 376
3 19 24
3 20 333
3 21 334
3 22 371
3 23 64
3 24 272
3 25 318
3 26 350
3 27 24
3 28 387
3 29 275
3 30 374
3 31 48
3 32 313
3 33 314
3 34 370
3 35 71
3 36 378
3 37 280
3 38 369
3 39 65
3 40 316
3 41 332
3 42 344
3 43 42
3 44 371
3 45 362
3 46 351
3 47 52
3 48 267
3 49 353
3 50 417
3 51 48
3 52 335
3 53 352
3 54 346
3 55 32
3 56 358
3 57 332
3 58 404
3 59 49
3 60 279
3 61 416
3 62 386
3 63 92
3 64 287
3 65 410
3 66 354
3 67 55
3 68 365
3 69 340
3 70 401
3 71 44
3 72 323
3 73 307
3 74 388
3 75 22
3 76 274
3 77 364
3 78 356
3 79 62
3 80 342
3 81 325
3 82 337
3 83 11
3 84 296
3 85 327
3 86 328
3 87 33
3 88 312
3 89 338
3 90 371
3 91 21
3 92 295
3 93 310
3 94 341
3 95 2
3 96 385
3 97 362
3 98 407
3 99 33
4 5 106
4 6 300
4 7 303
4 8 74
4 9 144
4 10 304
4 11 312
4 12 31
4 13 193
4 14 272
4 15 303
4 16 82
4 17 51
4 18 279
4 19 319
4 20 57
4 21 135
4 22 283
4 23 342
4 24 55
4 25 104
4 26 285
4 27 283
4 28 94
4 29 95
4 30 245
4 31 290
4 32 52
4 33 116
4 34 297
4 35 292
4 36 99
4 37 92
4 38 289
4 39 348
4 40 59
4 41 172
4 42 260
4 43 319
4 44 113
4 45 131
4 46 260
4 47 274
4 48 30
4 49 128
4 50 302
4 51 335
4 52 54
4 53 197
4 54 285
4 55 285
4 56 78
4 57 102
4 58 307
4 59 275
4 60 30
4 61 199
4 62 269
4 63 353
4 64 12
4 65 164
4 66 303
4 67 350
4 68 71
4 69 109
4 70 302
4 71 318
4 72 45
4 73 147
4 74 284
4 75 279
4 76 52
4 77 129
4 78 243
4 79 272
4 80 62
4 81 109
4 82 273
4 83 306
4 84 9
4 85 85
4 86 275
4 87 315
4 88 27
4 89 138
4 90 308
4 91 276
4 92 31
4 93 116
4 94 282
4 95 294
4 96 114
4 97 186
4 98 310
4 99 321
5 6 401
5 7 299
5 8 172
5 9 50
5 10 403
5 11 308
5 12 89
5 13 125
5 14 369
5 15 293
5 16 179
5 17 64
5 18 379
5 19 313
5 20 160
5 21 48
5 22 381
5 23 317
5 24 150
5 25 30
5 26 380
5 27 269
5 28 173
5 29 17
5 30 347
5 31 267
5 32 158
5 33 26
5 34 394
5 35 259
5 36 195
5 37 16
5 38 387
5 39 326
5 40 165
5 41 70
5 42 357
5 43 299
5 44 216
5 45 73
5 46 358
5 47 251
5 48 110
5 49 64
5 50 405
5 51 317
5 52 156
5 53 97
5 54 380
5 55 290
5 56 176
5 57 46
5 58 408
5 59 253
5 60 126
5 61 131
5 62 370
5 63 320
5 64 112
5 65 121
5 66 397
5 67 336
5 68 153
5 69 53
5 70 403
5 71 297
5 72 148
5 73 42
5 74 385
5 75 268
5 76 148
5 77 75
5 78 343
5 79 246
5 80 162
5 81 36
5 82 367
5 83 300
5 84 114
5 85 50
5 86 367
5 87 316
5 88 131
5 89 52
5 90 404
5 91 273
5 92 75
5 93 22
5 94 376
5 95 287
5 96 211
5 97 93
5 98 411
5 99 305
6 7 398
6 8 264
6 9 444
6 10 23
6 11 404
6 12 328
6 13 489
6 14 48
6 15 413
6 16 260
6 17 351
6 18 25
6 19 412
6 20 261
6 21 435
6 22 30
6 23 465
6 24 252
6 25 404
6 26 55
6 27 407
6 28 298
6 29 387
6 30 57
6 31 431
6 32 251
6 33 416
6 34 38
6 35 448
6 36 257
6 37 386
6 38 35
6 39 465
6 40 245
6 41 471
6 42 58
6 43 442
6 44 224
6 45 428
6 46 51
6 47 420
6 48 291
6 49 427
6 50 20
6 51 448
6 52 266
6 53 497
6 54 60
6 55 371
6 56 261
6 57 402
6 58 7
6 59 419
6 60 276
6 61 494
6 62 33
6 63 491
6 64 291
6 65 452
6 66 64
6 67 446
6 68 298
6 69 408
6 70 2
6 71 443
6 72 267
6 73 444
6 74 17
6 75 401
6 76 254
6 77 425
6 78 59
6 79 426
6 80 265
6 81 409
6 82 66
6 83 404
6 84 292
6 85 385
6 86 77
6 87 394
6 88 280
6 89 439
6 90 46
6 91 383
6 92 331
6 93 415
6 94 65
6 95 400
6 96 245
6 97 486
6 98 10
6 99 433
7 8 361
7 9 342
7 10 383
7 11 10
7 12 322
7 13 421
7 14 350
7 15 19
7 16 366
7 17 319
7 18 373
7 19 17
7 20 338
7 21 344
7 22 367
7 23 68
7 24 277
7 25 327
7 26 346
7 27 36
7 28 393
7 29 284
7 30 372
7 31 59
7 32 317
7 33 324
7 34 366
7 35 83
7 36 382
7 37 290
7 38 365
7 39 67
7 40 321
7 41 342
7 42 341
7 43 49
7 44 375
7 45 371
7 46 349
7 47 64
7 48 274
7 49 363
7 50 414
7 51 51
7 52 340
7 53 363
7 54 342
7 55 27
7 56 363
7 57 341
7 58 401
7 59 62
7 60 284
7 61 427
7 62 384
7 63 97
7 64 294
7 65 419
7 66 349
7 67 52
7 68 371
7 69 350
7 70 398
7 71 51
7 72 328
7 73 318
7 74 385
7 75 34
7 76 279
7 77 373
7 78 353
7 79 74
7 80 347
7 81 334
7 82 333
7 83 6
7 84 302
7 85 336
7 86 324
7 87 21
7 88 318
7 89 348
7 90 367
7 91 27
7 92 302
7 93 320
7 94 337
7 95 14
7 96 390
7 97 373
7 98 404
7 99 37
8 9 199
8 10 273
8 11 370
8 12 83
8 13 228
8 14 246
8 15 364
8 16 8
8 17 109
8 18 247
8 19 378
8 20 22
8 21 189
8 22 253
8 23 406
8 24 84
8 25 161
8 26 262
8 27 345
8 28 41
8 29 165
8 30 208
8 31 356
8 32 44
8 33 176
8 34 270
8 35 359
8 36 25
8 37 160
8 38 261
8 39 412
8 40 42
8 41 231
8 42 236
8 43 383
8 44 46
8 45 172
8 46 233
8 47 339
8 48 94
8 49 173
8 50 262
8 51 398
8 52 22
8 53 253
8 54 264
8 55 340
8 56 4
8 57 153
8 58 271
8 59 340
8 60 79
8 61 233
8 62 232
8 63 420
8 64 76
8 65 189
8 66 282
8 67 410
8 68 33
8 69 157
8 70 266
8 71 382
8 72 34
8 73 210
8 74 249
8 75 341
8 76 82
8 77 169
8 78 212
8 79 339
8 80 14
8 81 164
8 82 253
8 83 365
8 84 69
8 85 136
8 86 258
8 87 371
8 88 49
8 89 192
8 90 282
8 91 335
8 92 99
8 93 176
8 94 261
8 95 354
8 96 40
8 97 238
8 98 274
8 99 383
9 10 447
9 11 351
9 12 119
9 13 79
9 14 413
9 15 334
9 16 207
9 17 94
9 18 422
9 19 355
9 20 192
9 21 11
9 22 425
9 23 354
9 24 193
9 25 39
9 26 425
9 27 311
9 28 190
9 29 67
9 30 388
9 31 305
9 32 195
9 33 28
9 34 439
9 35 295
9 36 220
9 37 65
9 38 431
9 39 364
9 40 201
9 41 32
9 42 401
9 43 338
9 44 245
9 45 46
9 46 402
9 47 290
9 48 155
9 49 38
9 50 446
9 51 356
9 52 187
9 53 54
9 54 425
9 55 335
9 56 204
9 57 47
9 58 450
9 59 293
9 60 168
9 61 85
9 62 412
9 63 354
9 64 152
9 65 87
9 66 443
9 67 377
9 68 174
9 69 45
9 70 445
9 71 336
9 72 182
9 73 28
9 74 427
9 75 310
9 76 191
9 77 50
9 78 386
9 79 284
9 80 192
9 81 36
9 82 413
9 83 343
9 84 152
9 85 63
9 86 414
9 87 360
9 88 166
9 89 11
9 90 449
9 91 317
9 92 113
9 93 30
9 94 421
9 95 330
9 96 237
9 97 44
9 98 454
9 99 345
10 11 388
10 12 333
10 13 495
10 14 37
10 15 398
10 16 270
10 17 356
10 18 26
10 19 396
10 20 268
10 21 438
10 22 21
10 23 450
10 24 254
10 25 408
10 26 37
10 27 393
10 28 309
10 29 388
10 30 68
10 31 418
10 32 257
10 33 419
10 34 17
10 35 436
10 36 268
10 37 387
10 38 18
10 39 450
10 40 251
10 41 473
10 42 48
10 43 428
10 44 235
10 45 434
10 46 45
10 47 408
10 48 293
10 49 431
10 50 43
10 51 433
10 52 274
10 53 499
10 54 41
10 55 356
10 56 271
10 57 406
10 58 22
10 59 407
10 60 279
10 61 501
10 62 46
10 63 477
10 64 294
10 65 460
10 66 41
10 67 430
10 68 307
10 69 413
10 70 22
10 71 429
10 72 273
10 73 445
10 74 28
10 75 387
10 76 256
10 77 431
10 78 62
10 79 414
10 80 273
10 81 413
10 82 50
10 83 389
10 84 296
10 85 389
10 86 59
10 87 378
10 88 285
10 89 442
10 90 23
10 91 368
10 92 334
10 93 418
10 94 46
10 95 386
10 96 257
10 97 490
10 98 24
10 99 418
11 12 332
11 13 430
11 14 356
11 15 22
11 16 376
11 17 329
11 18 380
11 19 8
11 20 348
11 21 353
11 22 374
11 23 65
11 24 286
11 25 336
11 26 352
11 27 43
11 28 403
11 29 294
11 30 379
11 31 63
11 32 327
11 33 333
11 34 372
11 35 86
11 36 392
11 37 299
11 38 371
11 39 62
11 40 330
11 41 351
11 42 347
11 43 48
11 44 384
11 45 381
11 46 355
11 47 70
11 48 283
11 49 372
11 50 420
11 51 46
11 52 350
11 53 371
11 54 348
11 55 34
11 56 373
11 57 351
11 58 407
11 59 68
11 60 294
11 61 436
11 62 390
11 63 94
11 64 304
11 65 429
11 66 355
11 67 44
11 68 381
11 69 359
11 70 404
11 71 50
11 72 338
11 73 327
11 74 391
11 75 42
11 76 289
11 77 383
11 78 360
11 79 80
11 80 357
11 81 344
11 82 339
11 83 8
11 84 312
11 85 346
11 86 330
11 87 16
11 88 328
11 89 357
11 90 372
11 91 37
11 92 312
11 93 329
11 94 343
11 95 22
11 96 399
11 97 382
11 98 410
11 99 34
12 13 163
12 14 301
12 15 322
12 16 91
12 17 26
12 18 308
12 19 339
12 20 73
12 21 109
12 22 311
12 23 357
12 24 86
12 25 80
12 26 314
12 27 300
12 28 88
12 29 83
12 30 272
12 31 305
12 32 77
12 33 93
12 34 326
12 35 305
12 36 107
12 37 78
12 38 318
12 39 365
12 40 83
12 41 149
12 42 289
12 43 336
12 44 128
12 45 101
12 46 289
12 47 289
12 48 58
12 49 99
12 50 329
12 51 352
12 52 68
12 53 173
12 54 315
12 55 307
12 56 88
12 57 75
12 58 334
12 59 290
12 60 61
12 61 169
12 62 296
12 63 367
12 64 43
12 65 133
12 66 333
12 67 368
12 68 67
12 69 81
12 70 329
12 71 334
12 72 63
12 73 127
12 74 311
12 75 297
12 76 83
12 77 99
12 78 271
12 79 286
12 80 74
12 81 84
12 82 303
12 83 326
12 84 39
12 85 57
12 86 305
12 87 337
12 88 48
12 89 113
12 90 337
12 91 296
12 92 22
12 93 94
12 94 312
12 95 313
12 96 123
12 97 160
12 98 338
12 99 338
13 14 464
13 15 413
13 16 234
13 17 143
13 18 469
13 19 434
13 20 228
13 21 78
13 22 474
13 23 432
