100 4950
0 1 67
0 2 630
0 3 443
0 4 678
0 5 125
0 6 533
0 7 35
0 8 635
0 9 772
0 10 626
0 11 721
0 12 762
0 13 546
0 14 713
0 15 98
0 16 428
0 17 123
0 18 623
0 19 46
0 20 597
0 21 64
0 22 591
0 23 608
0 24 130
0 25 348
0 26 594
0 27 162
0 28 83
0 29 568
0 30 666
0 31 448
0 32 721
0 33 268
0 34 538
0 35 640
0 36 838
0 37 296
0 38 301
0 39 552
0 40 667
0 41 486
0 42 520
0 43 690
0 44 699
0 45 696
0 46 786
0 47 708
0 48 529
0 49 631
0 50 811
0 51 457
0 52 647
0 53 692
0 54 414
0 55 719
0 56 734
0 57 499
0 58 741
0 59 649
0 60 293
0 61 355
0 62 729
0 63 256
0 64 83
0 65 775
0 66 820
0 67 141
0 68 832
0 69 391
0 70 122
0 71 124
0 72 49
0 73 745
0 74 165
0 75 560
0 76 224
0 77 305
0 78 670
0 79 588
0 80 262
0 81 288
0 82 608
0 83 493
0 84 385
0 85 697
0 86 420
0 87 420
0 88 393
0 89 627
0 90 661
0 91 527
0 92 131
0 93 442
0 94 128
0 95 528
0 96 78
0 97 31
0 98 69
0 99 63
1 2 623
1 3 509
1 4 676
1 5 84
1 6 505
1 7 34
1 8 694
1 9 803
1 10 611
1 11 731
1 12 768
1 13 609
1 14 764
1 15 53
1 16 393
1 17 95
1 18 610
1 19 107
1 20 659
1 21 120
1 22 654
1 23 583
1 24 63
1 25 308
1 26 655
1 27 224
1 28 149
1 29 538
1 30 725
1 31 414
1 32 708
1 33 334
1 34 521
1 35 626
1 36 866
1 37 245
1 38 257
1 39 535
1 40 723
1 41 464
1 42 484
1 43 678
1 44 741
1 45 690
1 46 806
1 47 710
1 48 500
1 49 689
1 50 853
1 51 522
1 52 704
1 53 677
1 54 480
1 55 772
1 56 740
1 57 471
1 58 734
1 59 709
1 60 360
1 61 318
1 62 771
1 63 323
1 64 142
1 65 825
1 66 838
1 67 108
1 68 864
1 69 357
1 70 181
1 71 188
1 72 115
1 73 790
1 74 126
1 75 624
1 76 291
1 77 371
1 78 668
1 79 562
1 80 222
1 81 355
1 82 583
1 83 558
1 84 452
1 85 698
1 86 379
1 87 487
1 88 348
1 89 608
1 90 713
1 91 508
1 92 193
1 93 404
1 94 74
1 95 501
1 96 118
1 97 40
1 98 24
1 99 37
2 3 768
2 4 72
2 5 543
2 6 217
2 7 615
2 8 728
2 9 451
2 10 81
2 11 202
2 12 193
2 13 760
2 14 644
2 15 572
2 16 310
2 17 528
2 18 54
2 19 663
2 20 765
2 21 684
2 22 797
2 23 171
2 24 615
2 25 383
2 26 742
2 27 737
2 28 627
2 29 218
2 30 735
2 31 299
2 32 103
2 33 736
2 34 133
2 35 67
2 36 447
2 37 469
2 38 432
2 39 120
2 40 699
2 41 195
2 42 285
2 43 74
2 44 533
2 45 69
2 46 341
2 47 118
2 48 226
2 49 709
2 50 600
2 51 756
2 52 698
2 53 100
2 54 755
2 55 687
2 56 176
2 57 227
2 58 112
2 59 753
2 60 750
2 61 367
2 62 545
2 63 746
2 64 693
2 65 680
2 66 340
2 67 518
2 68 495
2 69 323
2 70 721
2 71 696
2 72 630
2 73 591
2 74 508
2 75 785
2 76 726
2 77 760
2 78 69
2 79 182
2 80 436
2 81 728
2 82 169
2 83 766
2 84 770
2 85 108
2 86 358
2 87 775
2 88 392
2 89 109
2 90 629
2 91 153
2 92 713
2 93 326
2 94 566
2 95 202
2 96 707
2 97 638
2 98 646
2 99 589
3 4 777
3 5 534
3 6 796
3 7 475
3 8 262
3 9 624
3 10 810
3 11 736
3 12 797
3 13 131
3 14 416
3 15 522
3 16 737
3 17 517
3 18 793
3 19 412
3 20 191
3 21 411
3 22 165
3 23 842
3 24 570
3 25 692
3 26 203
3 27 326
3 28 360
3 29 830
3 30 296
3 31 754
3 32 870
3 33 192
3 34 749
3 35 813
3 36 711
3 37 684
3 38 670
3 39 757
3 40 321
3 41 729
3 42 819
3 43 842
3 44 479
3 45 813
3 46 719
3 47 782
3 48 797
3 49 271
3 50 569
3 51 28
3 52 299
3 53 862
3 54 29
3 55 394
3 56 772
3 57 766
3 58 854
3 59 263
3 60 170
3 61 691
3 62 506
3 63 212
3 64 391
3 65 469
3 66 766
3 67 533
3 68 669
3 69 704
3 70 367
3 71 338
3 72 394
3 73 492
3 74 557
3 75 133
3 76 237
3 77 163
3 78 768
3 79 830
3 80 625
3 81 163
3 82 841
3 83 63
3 84 72
3 85 775
3 86 757
3 87 33
3 88 746
3 89 826
3 90 365
3 91 750
3 92 344
3 93 762
3 94 552
3 95 782
3 96 437
3 97 473
3 98 511
3 99 491
4 5 599
4 6 288
4 7 666
4 8 713
4 9 399
4 10 146
4 11 138
4 12 122
4 13 758
4 14 614
4 15 627
4 16 380
4 17 582
4 18 121
4 19 709
4 20 756
4 21 729
4 22 792
4 23 238
4 24 673
4 25 451
4 26 732
4 27 775
4 28 668
4 29 288
4 30 717
4 31 370
4 32 115
4 33 763
4 34 204
4 35 127
4 36 386
4 37 536
4 38 498
4 39 191
4 40 678
4 41 266
4 42 356
4 43 101
4 44 498
4 45 41
4 46 278
4 47 46
4 48 297
4 49 693
4 50 554
4 51 763
4 52 679
4 53 137
4 54 767
4 55 659
4 56 106
4 57 299
4 58 77
4 59 738
4 60 775
4 61 434
4 62 506
4 63 775
4 64 737
4 65 645
4 66 272
4 67 573
4 68 439
4 69 392
4 70 763
4 71 735
4 72 674
4 73 553
4 74 566
4 75 783
4 76 757
4 77 784
4 78 9
4 79 251
4 80 499
4 81 752
4 82 236
4 83 769
4 84 786
4 85 37
4 86 429
4 87 788
4 88 462
4 89 173
4 90 605
4 91 224
4 92 753
