300 44850
0 1 37
0 2 106
0 3 161
0 4 211
0 5 269
0 6 331
0 7 374
0 8 436
0 9 501
0 10 538
0 11 595
0 12 655
0 13 725
0 14 770
0 15 823
0 16 885
0 17 939
0 18 63
0 19 79
0 20 110
0 21 176
0 22 221
0 23 282
0 24 336
0 25 381
0 26 445
0 27 499
0 28 555
0 29 610
0 30 660
0 31 703
0 32 772
0 33 817
0 34 880
0 35 943
0 36 120
0 37 128
0 38 152
0 39 208
0 40 233
0 41 299
0 42 338
0 43 402
0 44 453
0 45 512
0 46 562
0 47 618
0 48 664
0 49 725
0 50 779
0 51 836
0 52 891
0 53 950
0 54 173
0 55 169
0 56 201
0 57 220
0 58 267
0 59 312
0 60 370
0 61 414
0 62 475
0 63 517
0 64 568
0 65 630
0 66 684
0 67 736
0 68 794
0 69 841
0 70 893
0 71 950
0 72 220
0 73 225
0 74 246
0 75 273
0 76 311
0 77 352
0 78 396
0 79 437
0 80 494
0 81 549
0 82 599
0 83 641
0 84 696
0 85 746
0 86 800
0 87 861
0 88 917
0 89 950
0 90 266
0 91 276
0 92 287
0 93 321
0 94 358
0 95 385
0 96 435
0 97 473
0 98 518
0 99 562
0 100 603
0 101 668
0 102 715
0 103 761
0 104 826
0 105 875
0 106 925
0 107 985
0 108 333
0 109 341
0 110 347
0 111 374
0 112 397
0 113 436
0 114 463
0 115 501
0 116 546
0 117 595
0 118 648
0 119 696
0 120 741
0 121 784
0 122 837
0 123 885
0 124 951
0 125 988
0 126 391
0 127 394
0 128 404
0 129 427
0 130 447
0 131 468
0 132 512
0 133 549
0 134 581
0 135 629
0 136 666
0 137 718
0 138 776
0 139 814
0 140 858
0 141 904
0 142 959
0 143 1022
0 144 443
0 145 442
0 146 447
0 147 475
0 148 493
0 149 514
0 150 554
0 151 588
0 152 611
0 153 658
0 154 711
0 155 748
0 156 783
0 157 840
0 158 881
0 159 940
0 160 991
0 161 1047
0 162 504
0 163 502
0 164 513
0 165 528
0 166 550
0 167 571
0 168 604
0 169 632
0 170 653
0 171 693
0 172 732
0 173 783
0 174 833
0 175 867
0 176 915
0 177 959
0 178 1013
0 179 1067
0 180 545
0 181 557
0 182 573
0 183 586
0 184 599
0 185 618
0 186 644
0 187 672
0 188 701
0 189 739
0 190 784
0 191 820
0 192 862
0 193 914
0 194 946
0 195 995
0 196 1045
0 197 1092
0 198 613
0 199 608
0 200 620
0 201 630
0 202 636
0 203 667
0 204 690
0 205 710
0 206 746
0 207 793
0 208 822
0 209 862
0 210 897
0 211 933
0 212 979
0 213 1020
0 214 1064
0 215 1117
0 216 664
0 217 670
0 218 663
0 219 691
0 220 698
0 221 720
0 222 740
0 223 766
0 224 793
0 225 824
0 226 862
0 227 894
0 228 931
0 229 976
0 230 1032
0 231 1075
0 232 1099
0 233 1151
0 234 721
0 235 726
0 236 731
0 237 730
0 238 756
0 239 782
0 240 798
0 241 804
0 242 853
0 243 873
0 244 902
0 245 929
0 246 971
0 247 1012
0 248 1054
0 249 1095
0 250 1136
0 251 1181
0 252 786
0 253 777
0 254 775
0 255 800
0 256 804
0 257 827
0 258 834
0 259 862
0 260 901
0 261 918
0 262 947
0 263 986
0 264 1018
0 265 1054
0 266 1085
0 267 1140
0 268 1173
0 269 1222
0 270 837
0 271 845
0 272 835
0 273 850
0 274 858
0 275 886
0 276 893
0 277 918
0 278 939
0 279 957
0 280 1004
0 281 1030
0 282 1057
0 283 1087
0 284 1136
0 285 1175
0 286 1205
0 287 1253
0 288 892
0 289 889
0 290 888
0 291 903
0 292 912
0 293 934
0 294 946
0 295 968
0 296 984
0 297 1015
0 298 1040
0 299 1082
1 2 69
1 3 124
1 4 174
1 5 231
1 6 293
1 7 337
1 8 399
1 9 463
1 10 501
1 11 557
1 12 618
1 13 687
1 14 733
1 15 785
1 16 848
1 17 901
1 18 84
1 19 69
1 20 81
1 21 143
1 22 187
1 23 246
1 24 300
1 25 344
1 26 409
1 27 462
1 28 519
1 29 573
1 30 623
1 31 666
1 32 736
1 33 780
1 34 843
1 35 906
1 36 134
1 37 120
1 38 131
1 39 182
1 40 203
1 41 267
1 42 304
1 43 367
1 44 418
1 45 477
1 46 526
1 47 582
1 48 628
1 49 689
1 50 743
1 51 800
1 52 855
1 53 913
1 54 182
1 55 165
1 56 188
1 57 198
1 58 241
1 59 284
1 60 339
1 61 383
1 62 441
1 63 483
1 64 534
1 65 595
1 66 649
1 67 700
1 68 758
1 69 806
1 70 857
1 71 914
1 72 228
1 73 224
1 74 237
1 75 257
1 76 289
1 77 327
1 78 367
1 79 408
1 80 464
1 81 517
1 82 566
1 83 607
1 84 663
1 85 712
1 86 765
1 87 826
1 88 882
1 89 914
1 90 274
1 91 276
1 92 280
1 93 308
1 94 339
1 95 363
1 96 410
1 97 446
1 98 490
1 99 532
1 100 572
1 101 636
1 102 683
1 103 728
1 104 792
1 105 841
1 106 891
1 107 951
1 108 340
1 109 342
1 110 340
1 111 363
1 112 382
1 113 417
1 114 441
1 115 476
1 116 520
1 117 567
1 118 619
1 119 666
1 120 709
1 121 752
1 122 804
1 123 852
1 124 917
1 125 954
1 126 397
1 127 395
1 128 400
1 129 418
1 130 434
1 131 450
1 132 492
1 133 527
1 134 557
1 135 602
1 136 638
1 137 689
1 138 747
1 139 784
1 140 827
1 141 872
1 142 927
1 143 990
1 144 450
1 145 444
1 146 444
1 147 468
1 148 483
1 149 500
1 150 536
1 151 568
1 152 589
1 153 634
1 154 685
1 155 721
1 156 755
1 157 810
1 158 851
1 159 910
1 160 960
1 161 1015
1 162 509
1 163 503
1 164 511
1 165 521
1 166 540
1 167 557
1 168 588
1 169 614
1 170 632
1 171 670
1 172 708
1 173 757
1 174 807
1 175 839
1 176 887
1 177 930
1 178 982
1 179 1036
1 180 551
1 181 559
1 182 571
1 183 581
1 184 591
1 185 606
1 186 630
1 187 655
1 188 682
1 189 718
1 190 761
1 191 796
1 192 836
1 193 888
1 194 919
1 195 966
1 196 1016
1 197 1062
1 198 618
1 199 610
1 200 619
1 201 626
1 202 629
1 203 657
1 204 677
1 205 695
1 206 728
1 207 774
1 208 800
1 209 839
1 210 873
1 211 908
1 212 953
1 213 992
1 214 1036
1 215 1089
1 216 669
1 217 672
1 218 662
1 219 687
1 220 692
1 221 711
1 222 729
1 223 752
1 224 777
1 225 806
1 226 842
1 227 872
1 228 908
1 229 951
1 230 1007
1 231 1049
1 232 1072
1 233 1123
1 234 726
1 235 729
1 236 730
1 237 726
1 238 751
1 239 773
1 240 787
1 241 791
1 242 838
1 243 856
1 244 883
1 245 909
1 246 950
1 247 989
1 248 1030
1 249 1070
1 250 1110
1 251 1154
1 252 791
1 253 780
1 254 776
1 255 797
1 256 799
1 257 819
1 258 824
1 259 850
1 260 887
1 261 901
1 262 930
1 263 967
1 264 997
1 265 1032
1 266 1062
1 267 1116
1 268 1148
1 269 1196
1 270 842
1 271 847
1 272 835
1 273 848
1 274 854
1 275 879
1 276 884
1 277 907
1 278 926
1 279 943
1 280 987
1 281 1012
1 282 1038
1 283 1066
1 284 1114
1 285 1152
1 286 1182
1 287 1228
1 288 898
1 289 891
1 290 888
1 291 901
1 292 908
1 293 927
1 294 938
1 295 957
1 296 971
1 297 1001
1 298 1025
1 299 1065
2 3 55
2 4 105
2 5 162
2 6 224
2 7 268
2 8 330
2 9 394
2 10 431
2 11 488
2 12 549
2 13 618
2 14 664
2 15 716
2 16 779
2 17 832
2 18 137
2 19 87
2 20 46
2 21 83
2 22 120
2 23 178
2 24 231
2 25 275
2 26 339
2 27 393
2 28 449
2 29 504
2 30 553
2 31 597
2 32 666
2 33 711
2 34 773
2 35 837
2 36 169
2 37 123
2 38 103
2 39 135
2 40 145
2 41 204
2 42 238
2 43 300
2 44 350
2 45 409
2 46 457
2 47 513
2 48 559
2 49 620
2 50 674
2 51 730
2 52 785
2 53 844
2 54 204
2 55 166
2 56 170
2 57 159
2 58 191
2 59 228
2 60 279
2 61 320
2 62 376
2 63 417
2 64 467
2 65 527
2 66 581
2 67 632
2 68 690
2 69 737
2 70 788
2 71 845
2 72 245
2 73 225
2 74 222
2 75 228
2 76 246
2 77 277
2 78 311
2 79 351
2 80 402
2 81 454
2 82 500
2 83 541
2 84 596
2 85 645
2 86 698
2 87 758
2 88 814
2 89 846
2 90 288
2 91 275
2 92 269
2 93 283
2 94 302
2 95 320
2 96 357
2 97 390
2 98 431
2 99 472
2 100 510
2 101 573
2 102 617
2 103 662
2 104 726
2 105 774
2 106 824
2 107 883
2 108 351
2 109 341
2 110 325
2 111 338
2 112 351
2 113 378
2 114 394
2 115 423
2 116 465
2 117 509
2 118 559
2 119 604
2 120 646
2 121 688
2 122 740
2 123 786
2 124 851
2 125 888
2 126 405
2 127 394
2 128 389
2 129 397
2 130 405
2 131 413
2 132 448
2 133 480
2 134 506
2 135 548
2 136 581
2 137 631
2 138 686
2 139 722
2 140 764
2 141 808
2 142 862
2 143 924
2 144 456
2 145 443
2 146 433
2 147 449
2 148 457
2 149 466
2 150 498
2 151 524
2 152 541
2 153 582
2 154 631
2 155 663
2 156 697
2 157 750
2 158 790
2 159 847
2 160 897
2 161 951
2 162 512
2 163 500
2 164 501
2 165 504
2 166 515
2 167 526
2 168 552
2 169 573
2 170 586
2 171 622
2 172 657
2 173 703
2 174 750
2 175 781
2 176 827
2 177 869
2 178 920
