300 44850
0 1 415
0 2 659
0 3 260
0 4 218
0 5 639
0 6 637
0 7 520
0 8 703
0 9 171
0 10 693
0 11 326
0 12 445
0 13 551
0 14 615
0 15 724
0 16 954
0 17 588
0 18 623
0 19 595
0 20 68
0 21 489
0 22 597
0 23 595
0 24 340
0 25 326
0 26 985
0 27 584
0 28 846
0 29 593
0 30 708
0 31 665
0 32 778
0 33 410
0 34 405
0 35 1013
0 36 374
0 37 371
0 38 514
0 39 435
0 40 250
0 41 875
0 42 309
0 43 602
0 44 549
0 45 802
0 46 425
0 47 677
0 48 618
0 49 899
0 50 937
0 51 514
0 52 720
0 53 668
0 54 947
0 55 336
0 56 207
0 57 889
0 58 702
0 59 131
0 60 529
0 61 524
0 62 705
0 63 1096
0 64 841
0 65 334
0 66 952
0 67 721
0 68 931
0 69 163
0 70 550
0 71 926
0 72 286
0 73 712
0 74 524
0 75 719
0 76 532
0 77 556
0 78 639
0 79 453
0 80 831
0 81 971
0 82 225
0 83 759
0 84 439
0 85 621
0 86 778
0 87 236
0 88 678
0 89 492
0 90 655
0 91 352
0 92 394
0 93 315
0 94 617
0 95 334
0 96 979
0 97 859
0 98 93
0 99 887
0 100 960
0 101 253
0 102 243
0 103 241
0 104 995
0 105 846
0 106 439
0 107 1021
0 108 698
0 109 556
0 110 645
0 111 729
0 112 807
0 113 839
0 114 1053
0 115 582
0 116 652
0 117 415
0 118 334
0 119 596
0 120 600
0 121 917
0 122 817
0 123 546
0 124 277
0 125 795
0 126 714
0 127 1035
0 128 597
0 129 982
0 130 888
0 131 301
0 132 706
0 133 963
0 134 23
0 135 327
0 136 914
0 137 513
0 138 750
0 139 686
0 140 195
0 141 239
0 142 893
0 143 217
0 144 332
0 145 980
0 146 237
0 147 536
0 148 212
0 149 1027
0 150 584
0 151 591
0 152 502
0 153 935
0 154 850
0 155 319
0 156 398
0 157 871
0 158 640
0 159 1027
0 160 977
0 161 873
0 162 940
0 163 956
0 164 855
0 165 296
0 166 170
0 167 865
0 168 895
0 169 333
0 170 256
0 171 638
0 172 895
0 173 414
0 174 375
0 175 615
0 176 313
0 177 365
0 178 403
0 179 671
0 180 302
0 181 488
0 182 607
0 183 785
0 184 1104
0 185 702
0 186 654
0 187 279
0 188 306
0 189 885
0 190 287
0 191 506
0 192 360
0 193 647
0 194 718
0 195 647
0 196 623
0 197 691
0 198 593
0 199 440
0 200 273
0 201 892
0 202 213
0 203 740
0 204 310
0 205 748
0 206 202
0 207 440
0 208 599
0 209 216
0 210 645
0 211 805
0 212 263
0 213 26
0 214 753
0 215 666
0 216 1042
0 217 124
0 218 911
0 219 798
0 220 963
0 221 926
0 222 639
0 223 486
0 224 557
0 225 763
0 226 286
